user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
10000,39.0,estandar,805.8,brasil,crimen,2025-03-04,1.0
10001,37.0,estandar,1173.4,colombia,crimen,2019-04-02,2.0
10002,28.0,basico,401.0,colombia,crimen,2018-04-13,0.0
10003,43.0,basico,62.4,uruguay,thriller,2021-01-31,0.0
10004,51.0,basico,477.8,peru,thriller,2020-09-30,1.0
10005,20.0,basico,670.2,uruguay,drama,2020-07-03,2.0
10006,37.0,basico,346.6,peru,thriller,2019-07-26,1.0
10007,31.0,estandar,974.6,chile,accion,2019-02-24,1.0
10008,36.0,premium,1432.2,colombia,romance,2025-08-03,2.0
10009,37.0,estandar,1375.4,argentina,thriller,2024-02-12,1.0
10010,23.0,basico,385.7,argentina,drama,2018-12-23,0.0
10011,46.0,estandar,1148.0,brasil,comedia,2024-08-15,0.0
10012,15.0,basico,901.9,peru,accion,2022-09-25,0.0
10013,43.0,premium,1584.0,argentina,documental,2018-05-11,0.0
10014,45.0,estandar,1104.6,peru,accion,2018-05-03,1.0
10015,29.0,basico,530.5,peru,romance,2019-01-19,1.0
10016,24.0,estandar,985.7,peru,documental,2020-06-14,0.0
10017,35.0,estandar,1044.6,uruguay,comedia,2020-08-10,1.0
10018,32.0,basico,244.3,uruguay,accion,2023-09-01,1.0
10019,30.0,premium,874.3,argentina,drama,2024-10-01,1.0
10020,17.0,basico,223.9,mexico,drama,2018-04-19,1.0
10021,23.0,basico,288.4,argentina,thriller,2024-04-17,0.0
10022,33.0,basico,14.5,argentina,drama,2020-03-25,0.0
10023,33.0,basico,660.4,argentina,drama,2025-04-15,0.0
10024,33.0,premium,776.0,peru,thriller,2025-11-12,0.0
10025,18.0,premium,4087.7,brasil,thriller,2024-02-11,1.0
10026,40.0,basico,723.9,mexico,accion,2022-09-15,2.0
10027,42.0,premium,845.5,uruguay,romance,2020-06-21,0.0
10028,22.0,premium,758.5,argentina,documental,2023-01-14,0.0
10029,29.0,estandar,1028.0,chile,drama,2024-08-10,1.0
10030,46.0,basico,598.8,argentina,comedia,2021-02-13,3.0
10031,44.0,basico,1122.4,argentina,documental,2018-01-27,1.0
10032,32.0,basico,0.0,brasil,drama,2019-10-16,0.0
10033,33.0,basico,427.3,peru,documental,2025-10-30,1.0
10034,31.0,basico,308.8,colombia,accion,2022-09-28,1.0
10035,37.0,estandar,1114.7,colombia,drama,2021-10-25,1.0
10036,41.0,basico,275.7,mexico,drama,2021-02-12,0.0
10037,33.0,basico,611.0,colombia,documental,2019-09-29,2.0
10038,59.0,premium,758.5,uruguay,romance,2020-05-31,0.0
10039,26.0,estandar,589.7,chile,drama,2021-10-10,0.0
10040,20.0,basico,994.7,chile,comedia,2019-02-23,0.0
10041,39.0,basico,1119.3,chile,documental,2019-01-15,0.0
10042,25.0,basico,612.5,uruguay,crimen,2022-04-06,0.0
10043,32.0,basico,330.1,mexico,romance,2019-02-01,0.0
10044,15.0,estandar,1490.1,mexico,drama,2022-01-10,0.0
10045,29.0,basico,740.6,peru,accion,2021-11-09,1.0
10046,27.0,premium,1398.6,peru,thriller,2024-10-08,1.0
10047,53.0,basico,313.4,brasil,comedia,2020-12-19,1.0
10048,26.0,basico,822.8,peru,comedia,2018-06-27,0.0
10049,33.0,basico,1081.6,argentina,romance,2023-02-25,0.0
10050,55.0,estandar,979.6,brasil,drama,2024-01-06,2.0
10051,18.0,basico,1140.0,mexico,crimen,2019-05-27,0.0
10052,25.0,basico,465.7,colombia,accion,2022-03-31,1.0
10053,27.0,estandar,1201.0,brasil,romance,,0.0
10054,34.0,estandar,1091.9,brasil,thriller,2024-03-11,4.0
10055,41.0,estandar,1180.4,argentina,comedia,2021-04-15,2.0
10056,40.0,basico,889.4,brasil,crimen,2025-01-18,0.0
10057,28.0,estandar,814.3,peru,drama,2024-12-08,1.0
10058,20.0,basico,960.2,peru,thriller,,1.0
10059,39.0,estandar,2976.6,brasil,drama,2024-06-22,1.0
10060,26.0,basico,672.5,peru,accion,2020-02-27,1.0
10061,47.0,basico,824.5,colombia,drama,2025-11-25,1.0
10062,15.0,basico,280.3,uruguay,thriller,2018-10-12,2.0
10063,35.0,estandar,935.6,chile,romance,2018-07-07,0.0
10064,36.0,estandar,592.5,brasil,thriller,,2.0
10065,37.0,estandar,1386.1,peru,thriller,2020-07-22,3.0
10066,16.0,basico,427.3,mexico,comedia,2021-03-31,0.0
10067,15.0,estandar,875.3,brasil,drama,2018-11-23,1.0
10068,36.0,basico,814.4,uruguay,romance,2020-08-11,1.0
10069,21.0,basico,816.2,colombia,documental,,0.0
10070,51.0,estandar,237.2,brasil,romance,2022-04-06,2.0
10071,32.0,basico,678.5,argentina,accion,2021-02-12,0.0
10072,13.0,basico,741.7,brasil,documental,2023-02-01,1.0
10073,28.0,basico,619.5,argentina,accion,2025-02-16,0.0
10074,51.0,premium,925.5,chile,accion,2022-02-03,1.0
10075,23.0,estandar,658.2,chile,thriller,2019-10-29,1.0
10076,38.0,basico,1150.4,uruguay,crimen,,1.0
10077,18.0,premium,4188.7,chile,documental,2021-12-26,0.0
10078,33.0,premium,1059.7,peru,drama,2020-05-08,0.0
10079,26.0,premium,758.5,argentina,crimen,2025-07-08,0.0
10080,38.0,estandar,1461.7,mexico,crimen,2020-12-29,1.0
10081,26.0,basico,983.9,argentina,comedia,,0.0
10082,23.0,premium,935.3,chile,thriller,2025-08-31,0.0
10083,33.0,estandar,713.7,mexico,documental,2025-04-08,0.0
10084,27.0,basico,1362.6,brasil,crimen,2018-10-20,3.0
10085,34.0,estandar,926.9,peru,documental,2024-10-31,0.0
10086,38.0,estandar,1400.0,peru,comedia,2025-02-13,0.0
10087,56.0,estandar,922.8,chile,drama,2019-12-02,1.0
10088,38.0,estandar,839.5,brasil,accion,2023-12-28,1.0
10089,38.0,basico,249.2,argentina,documental,2020-09-29,2.0
10090,17.0,premium,1311.3,chile,thriller,2019-11-01,0.0
10091,34.0,estandar,693.6,uruguay,comedia,2023-03-09,1.0
10092,19.0,basico,178.7,peru,drama,2022-04-04,1.0
10093,29.0,basico,210.9,uruguay,drama,2021-01-10,0.0
10094,36.0,estandar,861.4,colombia,accion,2025-03-06,1.0
10095,53.0,basico,470.3,mexico,romance,,2.0
10096,19.0,basico,19.1,peru,crimen,2024-03-31,0.0
10097,48.0,basico,621.5,colombia,thriller,2020-06-18,0.0
10098,29.0,basico,0.0,argentina,crimen,2025-09-05,1.0
10099,38.0,estandar,1377.0,uruguay,documental,2021-08-21,0.0
10100,42.0,estandar,757.4,mexico,comedia,2018-08-18,2.0
10101,26.0,basico,394.1,colombia,accion,2020-07-27,0.0
10102,13.0,premium,1369.1,peru,accion,2018-05-12,0.0
10103,27.0,basico,791.7,mexico,accion,,2.0
10104,45.0,basico,306.2,colombia,thriller,2022-07-02,0.0
10105,14.0,basico,565.4,chile,accion,2021-01-01,0.0
10106,20.0,estandar,935.7,mexico,documental,2018-09-29,0.0
10107,23.0,basico,426.9,uruguay,comedia,2020-05-14,0.0
10108,26.0,estandar,1093.3,argentina,drama,2024-05-12,1.0
10109,13.0,premium,819.6,colombia,thriller,2021-07-12,1.0
10110,36.0,basico,578.6,mexico,drama,2020-05-20,1.0
10111,32.0,estandar,886.4,colombia,thriller,2025-05-08,0.0
10112,38.0,estandar,715.3,chile,accion,2023-08-07,0.0
10113,30.0,premium,1453.2,peru,accion,2022-06-09,2.0
10114,57.0,basico,44.6,peru,romance,2025-03-18,1.0
10115,36.0,basico,60.2,mexico,romance,,2.0
10116,33.0,estandar,1187.4,mexico,thriller,2019-08-09,3.0
10117,29.0,estandar,713.9,brasil,documental,2020-12-20,1.0
10118,13.0,estandar,1066.3,uruguay,romance,2019-07-26,1.0
10119,43.0,estandar,554.9,peru,documental,2020-10-07,1.0
10120,24.0,basico,151.7,chile,accion,2024-04-18,0.0
10121,13.0,estandar,656.4,chile,crimen,2024-01-17,0.0
10122,30.0,estandar,709.2,mexico,thriller,2020-12-12,0.0
10123,26.0,basico,966.6,mexico,crimen,2024-07-22,0.0
10124,30.0,basico,399.5,uruguay,accion,2022-10-21,1.0
10125,21.0,estandar,616.6,peru,drama,2024-07-18,1.0
10126,39.0,basico,972.0,uruguay,drama,2022-06-24,2.0
10127,44.0,estandar,837.7,mexico,thriller,2022-01-22,1.0
10128,19.0,basico,638.7,argentina,drama,2020-06-17,1.0
10129,25.0,estandar,640.4,argentina,thriller,2019-07-21,1.0
10130,35.0,basico,911.5,peru,drama,2023-09-19,0.0
10131,17.0,estandar,238.4,colombia,accion,2023-07-15,0.0
10132,33.0,estandar,676.1,chile,drama,2019-01-08,1.0
10133,13.0,basico,899.3,colombia,documental,2018-07-12,0.0
10134,37.0,premium,1068.5,chile,comedia,,2.0
10135,30.0,estandar,1177.8,mexico,romance,2019-09-19,1.0
10136,35.0,basico,508.3,argentina,thriller,2025-01-14,0.0
10137,31.0,estandar,730.1,colombia,documental,2019-10-18,2.0
10138,13.0,basico,261.8,chile,romance,,2.0
10139,37.0,estandar,1128.4,argentina,romance,2022-09-26,1.0
10140,28.0,basico,898.3,uruguay,crimen,2024-09-08,0.0
10141,26.0,premium,758.5,mexico,thriller,2018-09-18,2.0
10142,37.0,estandar,862.3,argentina,comedia,2022-04-26,0.0
10143,37.0,estandar,302.7,peru,drama,2022-04-13,0.0
10144,18.0,basico,582.3,mexico,accion,2024-09-06,1.0
10145,14.0,estandar,1026.6,argentina,accion,2023-04-02,1.0
10146,53.0,estandar,1352.6,peru,comedia,2023-12-08,1.0
10147,38.0,basico,0.0,uruguay,accion,2020-10-26,1.0
10148,16.0,basico,735.9,mexico,thriller,,1.0
10149,22.0,estandar,1692.4,colombia,accion,2018-02-17,1.0
10150,27.0,estandar,889.0,brasil,documental,2025-08-18,0.0
10151,29.0,basico,627.6,argentina,drama,2019-04-15,1.0
10152,15.0,premium,1021.9,brasil,thriller,2025-08-24,1.0
10153,13.0,basico,916.1,mexico,drama,2024-01-09,0.0
10154,33.0,basico,748.6,colombia,documental,2020-12-28,2.0
10155,44.0,basico,696.9,argentina,thriller,,0.0
10156,43.0,basico,592.8,brasil,romance,2021-10-25,0.0
10157,33.0,premium,1368.1,peru,documental,2019-04-02,0.0
10158,17.0,basico,710.3,chile,documental,2021-04-17,1.0
10159,30.0,basico,593.2,argentina,thriller,2022-11-16,1.0
10160,44.0,estandar,940.6,colombia,comedia,,0.0
10161,34.0,premium,1491.0,mexico,documental,2023-02-02,1.0
10162,27.0,estandar,1301.0,argentina,thriller,,2.0
10163,52.0,basico,382.7,mexico,crimen,2020-12-14,0.0
10164,21.0,basico,213.7,argentina,drama,2023-08-13,1.0
10165,31.0,basico,267.4,mexico,comedia,2020-01-02,1.0
10166,37.0,premium,1166.1,mexico,accion,2023-09-11,1.0
10167,35.0,estandar,1007.6,brasil,accion,2019-03-12,0.0
10168,27.0,basico,358.3,mexico,accion,2025-01-05,2.0
10169,64.0,estandar,1000.3,mexico,comedia,2021-05-07,1.0
10170,60.0,estandar,636.9,argentina,drama,,2.0
10171,16.0,estandar,620.9,mexico,comedia,2023-09-11,1.0
10172,40.0,estandar,785.8,chile,thriller,2024-10-30,0.0
10173,44.0,estandar,545.8,colombia,crimen,2020-03-25,0.0
10174,27.0,premium,1221.6,brasil,accion,2019-09-19,2.0
10175,42.0,basico,1140.9,colombia,documental,2022-03-12,1.0
10176,30.0,basico,758.5,brasil,comedia,2019-10-24,1.0
10177,22.0,premium,1340.2,brasil,comedia,2024-01-19,1.0
10178,36.0,basico,501.2,chile,accion,,1.0
10179,41.0,basico,0.0,chile,thriller,2018-01-03,0.0
10180,31.0,basico,610.7,peru,comedia,2024-09-19,0.0
10181,29.0,basico,904.4,brasil,crimen,2021-08-20,1.0
10182,39.0,estandar,656.8,colombia,drama,2023-06-25,0.0
10183,58.0,estandar,613.2,uruguay,romance,2018-03-21,0.0
10184,28.0,premium,758.5,mexico,comedia,2019-04-04,0.0
10185,32.0,premium,758.0,mexico,crimen,2022-01-26,2.0
10186,44.0,estandar,691.7,uruguay,accion,2021-06-13,0.0
10187,13.0,basico,368.7,colombia,romance,2020-09-07,1.0
10188,38.0,estandar,1070.8,uruguay,documental,2018-08-26,1.0
10189,38.0,estandar,996.2,colombia,comedia,2020-09-13,2.0
10190,48.0,estandar,1007.2,colombia,romance,2024-05-12,0.0
10191,25.0,basico,1126.3,argentina,thriller,2018-11-19,0.0
10192,14.0,estandar,1030.7,mexico,crimen,2018-12-17,0.0
10193,57.0,basico,426.8,peru,romance,2023-06-14,2.0
10194,33.0,basico,820.7,uruguay,drama,2018-10-11,1.0
10195,16.0,basico,521.3,chile,thriller,2023-12-22,0.0
10196,46.0,basico,579.3,brasil,thriller,2019-05-31,0.0
10197,41.0,premium,836.8,chile,romance,2019-06-10,2.0
10198,36.0,estandar,1131.7,peru,drama,2025-05-26,2.0
10199,27.0,premium,1498.5,peru,documental,2023-05-01,2.0
10200,58.0,estandar,629.5,chile,accion,2024-03-01,0.0
10201,21.0,estandar,680.6,peru,documental,2019-11-08,0.0
10202,40.0,estandar,210.8,uruguay,comedia,2020-12-21,0.0
10203,29.0,basico,98.2,peru,thriller,2023-12-02,0.0
10204,32.0,premium,1310.9,brasil,thriller,2024-10-20,2.0
10205,45.0,estandar,758.5,chile,crimen,2022-09-30,0.0
10206,52.0,estandar,1375.0,peru,comedia,2020-05-17,1.0
10207,18.0,estandar,354.4,brasil,romance,2024-01-18,0.0
10208,28.0,estandar,1294.3,chile,thriller,2025-09-26,0.0
10209,13.0,basico,671.1,argentina,accion,2020-04-03,0.0
10210,53.0,estandar,2872.1,uruguay,comedia,2025-12-30,0.0
10211,18.0,basico,893.4,mexico,crimen,2021-06-30,0.0
10212,54.0,basico,1042.0,peru,comedia,2022-06-23,0.0
10213,32.0,basico,868.6,brasil,comedia,2025-07-14,1.0
10214,60.0,premium,746.8,argentina,accion,2025-04-15,0.0
10215,30.0,premium,1814.6,uruguay,thriller,2022-03-10,2.0
10216,30.0,basico,405.7,argentina,romance,2022-11-30,0.0
10217,36.0,estandar,563.7,uruguay,crimen,2023-10-21,1.0
10218,34.0,basico,678.0,mexico,comedia,2023-01-24,0.0
10219,21.0,basico,579.4,uruguay,comedia,,0.0
10220,37.0,basico,341.8,brasil,romance,2020-10-12,0.0
10221,44.0,premium,1308.6,chile,accion,2020-07-09,1.0
10222,36.0,basico,886.2,argentina,accion,2018-09-20,3.0
10223,44.0,basico,1130.9,chile,comedia,2021-10-16,1.0
10224,29.0,basico,616.0,mexico,thriller,2018-03-28,3.0
10225,43.0,basico,424.7,colombia,accion,2024-08-06,1.0
10226,50.0,estandar,1357.6,mexico,thriller,2024-03-18,1.0
10227,13.0,basico,1115.9,mexico,documental,2020-07-31,0.0
10228,49.0,estandar,1073.3,brasil,comedia,2024-08-07,4.0
10229,35.0,basico,172.0,uruguay,romance,2020-06-21,0.0
10230,53.0,estandar,954.0,mexico,crimen,2018-01-30,1.0
10231,35.0,basico,671.6,uruguay,crimen,2018-10-18,1.0
10232,38.0,estandar,494.8,colombia,documental,2025-12-09,2.0
10233,37.0,basico,396.6,brasil,thriller,2025-01-28,1.0
10234,27.0,basico,714.3,argentina,comedia,2018-08-30,0.0
10235,32.0,basico,804.8,colombia,drama,2020-07-26,0.0
10236,21.0,basico,571.9,colombia,accion,2018-10-04,1.0
10237,40.0,basico,921.4,argentina,crimen,2018-05-09,2.0
10238,23.0,estandar,511.3,uruguay,thriller,2021-09-15,2.0
10239,31.0,basico,189.2,argentina,documental,2018-10-18,1.0
10240,18.0,basico,596.2,mexico,thriller,2023-10-07,0.0
10241,18.0,estandar,1090.9,argentina,accion,2020-09-01,0.0
10242,42.0,estandar,354.1,chile,accion,2021-02-14,0.0
10243,46.0,estandar,4123.6,colombia,comedia,,2.0
10244,47.0,basico,1099.0,argentina,documental,2023-06-12,0.0
10245,21.0,premium,758.5,uruguay,comedia,2020-05-27,0.0
10246,17.0,estandar,1113.7,mexico,accion,2024-01-18,0.0
10247,17.0,basico,489.5,uruguay,comedia,2019-06-26,0.0
10248,33.0,basico,586.3,colombia,thriller,2024-05-27,0.0
10249,35.0,estandar,970.9,peru,comedia,2024-06-18,0.0
10250,53.0,basico,451.8,uruguay,thriller,2023-04-21,1.0
10251,24.0,estandar,1102.6,uruguay,accion,2020-09-22,0.0
10252,39.0,estandar,957.4,uruguay,accion,2023-04-22,0.0
10253,25.0,basico,174.2,chile,documental,,0.0
10254,49.0,basico,562.5,chile,thriller,2020-02-19,1.0
10255,38.0,estandar,1298.7,uruguay,comedia,2019-01-22,1.0
10256,60.0,estandar,1067.8,chile,accion,2019-02-02,1.0
10257,40.0,basico,382.8,mexico,comedia,2025-05-23,0.0
10258,42.0,estandar,888.5,brasil,accion,2022-11-01,0.0
10259,21.0,premium,1246.6,colombia,crimen,2021-12-22,0.0
10260,24.0,estandar,962.5,uruguay,drama,2022-10-01,0.0
10261,36.0,premium,839.8,uruguay,comedia,,0.0
10262,34.0,basico,476.2,peru,documental,2023-03-28,1.0
10263,33.0,estandar,376.3,peru,romance,2018-08-10,1.0
10264,26.0,estandar,753.2,uruguay,drama,2025-07-21,2.0
10265,15.0,estandar,1142.0,uruguay,accion,2025-04-30,0.0
10266,17.0,basico,478.1,uruguay,accion,,3.0
10267,27.0,basico,0.0,peru,crimen,2019-02-08,1.0
10268,16.0,basico,608.7,chile,crimen,2018-09-06,3.0
10269,35.0,estandar,538.6,uruguay,romance,2022-07-08,0.0
10270,42.0,premium,753.7,brasil,thriller,2021-10-21,1.0
10271,37.0,premium,916.2,chile,thriller,2019-03-24,0.0
10272,37.0,basico,496.6,brasil,thriller,2020-10-15,1.0
10273,37.0,estandar,1105.8,uruguay,comedia,2020-02-24,1.0
10274,35.0,estandar,1401.1,brasil,drama,2020-02-19,2.0
10275,13.0,estandar,909.4,uruguay,documental,,3.0
10276,48.0,premium,445.0,chile,accion,2023-01-12,0.0
10277,45.0,estandar,861.2,argentina,drama,2019-07-29,0.0
10278,30.0,estandar,769.7,colombia,drama,2022-09-25,1.0
10279,26.0,premium,1446.9,colombia,crimen,2020-01-22,1.0
10280,40.0,basico,893.2,peru,drama,2021-02-14,1.0
10281,21.0,basico,0.0,argentina,comedia,2023-03-10,1.0
10282,31.0,premium,1061.4,brasil,documental,2020-10-20,1.0
10283,29.0,estandar,1025.8,brasil,crimen,2018-11-05,0.0
10284,18.0,basico,624.9,colombia,accion,2022-12-21,2.0
10285,32.0,estandar,822.5,mexico,comedia,2024-03-04,0.0
10286,48.0,estandar,856.8,mexico,crimen,2019-02-06,1.0
10287,40.0,estandar,286.6,peru,thriller,2018-07-27,2.0
10288,30.0,basico,543.7,brasil,documental,2025-04-25,1.0
10289,49.0,basico,414.7,chile,crimen,2024-01-24,2.0
10290,48.0,estandar,654.9,colombia,comedia,2018-03-02,1.0
10291,24.0,premium,1357.4,argentina,thriller,2019-01-18,0.0
10292,28.0,premium,887.5,brasil,comedia,2020-08-26,0.0
10293,54.0,premium,1022.1,mexico,comedia,2019-11-13,0.0
10294,54.0,basico,309.7,colombia,accion,2022-07-23,0.0
10295,27.0,estandar,758.5,brasil,comedia,2023-06-13,1.0
10296,53.0,premium,1456.1,peru,thriller,2023-05-26,1.0
10297,47.0,estandar,642.2,peru,thriller,2020-05-25,1.0
10298,28.0,basico,266.5,chile,romance,2022-07-01,0.0
10299,52.0,premium,1351.9,uruguay,accion,2018-08-29,1.0
